Id,Name,Mime type,Score,Deleted at,Library reference,Url,Checked on,AlternativeText:2,Contrast:2,HeadingsHigherLevel:3,HeadingsPresence:2,HeadingsSequential:3,HeadingsStartAtOne:3,HtmlBrokenLink:2,HtmlCaption:2,HtmlColorContrast:2,HtmlDefinitionList:3,HtmlEmptyHeading:2,HtmlEmptyTableHeader:2,HtmlHasLang:3,HtmlHeadingOrder:3,HtmlHeadingsPresence:2,HtmlHeadingsStart:2,HtmlImageAlt:2,HtmlImageRedundantAlt:3,HtmlLabel:2,HtmlLinkName:3,HtmlList:3,HtmlObjectAlt:2,HtmlTdHasHeader:2,HtmlTitle:3,ImageContrast:2,ImageDecorative:2,ImageDescription:2,ImageOcr:3,ImageSeizure:1,LanguageCorrect:3,LanguagePresence:3,Ocred:2,Parsable:1,Scanned:1,Security:1,TableHeaders:2,Tagged:2,Title:3
41629709,2022 3rd REVISED ONLINE SWPI Syllabus(3).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.9397649623433543,,,https://rutgers.instructure.com/courses/293222/files/41629709,2022-12-09 16:17:11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629656,2022 3rd REVISED ONLINE SWPI Syllabus.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.9397687084798747,,,https://rutgers.instructure.com/courses/293222/files/41629656,2022-08-16 21:38:08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41626939,336516_10150937809330176_1618691193_o.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/293222/files/41626939,2021-01-14 06:41:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
42383587,472 Generalist Practice I OL Syllabus Fall 2024 GSharpe-.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/42383587,2024-09-02 17:39:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42227724,472 Generalist Practice I OL Syllabus Fall 2024 GSharpe-1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/42227724,2024-08-27 20:31:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42225831,472 Generalist Practice I OL Syllabus Fall 2024 GSharpe.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/42225831,2024-08-27 20:31:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629759,472 Generalist Practice I OL Syllabus Fall 2024.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/41629759,2024-08-01 13:35:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42227690,472 Generalist Practice I OTG Syllabus Fall 2024 G_Sharpe.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.9889059370072028,,,https://rutgers.instructure.com/courses/293222/files/42227690,2024-08-27 21:17:54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629687,500 Module 8 Defining Trauma Transcript-1.pdf,application/pdf,0.5361625,,,https://rutgers.instructure.com/courses/293222/files/41629687,2022-08-25 19:12:41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629675,500 Module 8 Defining Trauma Transcript.pdf,application/pdf,0.069,,,https://rutgers.instructure.com/courses/293222/files/41629675,2022-08-11 00:53:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41629741,"500 Prac Ind, Fam, Grp OL Syllabus Fall 2023.docx",application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/41629741,2023-08-20 19:35:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629743,"500 Prac Ind, Fam, Grp OL Syllabus Spring 2024.docx",application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/41629743,2023-10-17 20:14:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629666,500 SWP I CBT Transcript.pdf,application/pdf,0.5171625,,,https://rutgers.instructure.com/courses/293222/files/41629666,2022-10-12 18:43:17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41629713,500 SWP I Cognitive Restructuring Transcript.pdf,application/pdf,0.5171625,,,https://rutgers.instructure.com/courses/293222/files/41629713,2022-10-12 18:42:14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41629742,500 Social Work Practice I Syllabus OL 2023-1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/41629742,2023-08-15 13:30:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41624995,500 Social Work Practice I Syllabus OL 2023.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1.0,,,https://rutgers.instructure.com/courses/293222/files/41624995,2023-08-15 13:25:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41629744,500-PracticeWithIF&G_CSWE_Rubric_UpdatedFA23.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0.684125,,,https://rutgers.instructure.com/courses/293222/files/41629744,2023-08-04 14:14:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41629758,500_Banner.png,image/png,0.25,,,https://rutgers.instructure.com/courses/293222/files/41629758,2024-07-24 14:09:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41628913,A multilevel Model of EI Skills Communication Performance Task Performance in Teams.pdf,application/pdf,0.069,,,https://rutgers.instructure.com/courses/293222/files/41628913,2019-01-22 16:10:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41627138,A multilevel Model of EI Skills Communication Performance Task Performance in Teams.pdf,application/pdf,0.069,,,https://rutgers.instructure.com/courses/293222/files/41627138,2019-01-22 16:10:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41629620,AL98526-Runners-on-track-during-race-PI_UK_CM.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/293222/files/41629620,2021-01-13 01:51:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41627115,APA Style Citations Quick Guide.pdf,application/pdf,0.5078422314840121,,,https://rutgers.instructure.com/courses/293222/files/41627115,2021-01-12 22:50:23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
discussionTopic:3610855,ARCHIVE_Module 1 Discussion 1: Helper-Client Communication,application/x-discussion-topic,0.9685714285714286,,,,2024-08-06 17:14:54,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610857,ARCHIVE_Module 1 Discussion 2: Ecological Social Work,application/x-discussion-topic,0.9685714285714286,,,,2024-08-06 17:25:45,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610877,ARCHIVE_Module 10 Mid-Term Exam Part 2,application/x-discussion-topic,0.99,,,,2024-08-06 17:14:55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610869,ARCHIVE_Module 11 Discussion 1: Relationship Triangles,application/x-discussion-topic,0.9766666666666666,,,,2024-08-06 17:14:30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610870,ARCHIVE_Module 11 Discussion 2: Getting Inside the Family,application/x-discussion-topic,0.976,,,,2024-08-06 17:08:57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quiz:841343,ARCHIVE_Module 11 Self-Assessment,application/x-quiz,0.98,,,,2024-08-06 17:18:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610871,ARCHIVE_Module 12 Discussion 1: Why do groups?,application/x-discussion-topic,0.9766666666666666,,,,2024-08-06 17:11:07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610872,ARCHIVE_Module 12 Discussion 2: Group Games and Exercises,application/x-discussion-topic,0.976,,,,2024-08-06 17:18:57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quiz:841366,ARCHIVE_Module 12 Self-Assessment,application/x-quiz,0.98,,,,2024-08-06 17:08:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610873,ARCHIVE_Module 13 Discussion: Exploring SAMHSA Resources,application/x-discussion-topic,0.976,,,,2024-08-06 17:14:38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quiz:841349,ARCHIVE_Module 13 Self-Assessment,application/x-quiz,0.98,,,,2024-08-06 17:14:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610874,ARCHIVE_Module 14 Discussion: Ending Counseling,application/x-discussion-topic,0.9766666666666666,,,,2024-08-06 17:18:57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quiz:841359,ARCHIVE_Module 14 Self-Assessment,application/x-quiz,0.965,,,,2024-08-06 17:12:01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussionTopic:3610878,ARCHIVE_Module 15 Discussion: Course Wrap up,application/x-discussion-topic,0.976,,,,2024-08-06 17:09:33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
