Id,Name,Mime type,Score,Deleted at,Library reference,Url,Checked on,AlternativeText:2,Contrast:2,HeadingsHigherLevel:3,HeadingsPresence:2,HeadingsSequential:3,HeadingsStartAtOne:3,HtmlBrokenLink:2,HtmlCaption:2,HtmlColorContrast:2,HtmlDefinitionList:3,HtmlEmptyHeading:2,HtmlEmptyTableHeader:2,HtmlHasLang:3,HtmlHeadingOrder:3,HtmlHeadingsPresence:2,HtmlHeadingsStart:2,HtmlImageAlt:2,HtmlImageRedundantAlt:3,HtmlLabel:2,HtmlLinkName:3,HtmlList:3,HtmlObjectAlt:2,HtmlTdHasHeader:2,HtmlTitle:3,ImageContrast:2,ImageDecorative:2,ImageDescription:2,ImageOcr:3,ImageSeizure:1,LanguageCorrect:3,LanguagePresence:3,Ocred:2,Parsable:1,Scanned:1,Security:1,TableHeaders:2,Tagged:2,Title:3
41603060,._CP1.pdf,application/pdf,0.0,,,https://rutgers.instructure.com/courses/297504/files/41603060,2021-01-13 03:17:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41603169,._CP2.pdf,application/pdf,0.0,,,https://rutgers.instructure.com/courses/297504/files/41603169,2021-01-13 02:59:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41603215,._CP3.pdf,application/pdf,0.0,,,https://rutgers.instructure.com/courses/297504/files/41603215,2021-01-13 03:06:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41604247,00_00.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41604247,2020-09-19 18:18:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41600520,00_02.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41600520,2020-09-19 18:33:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41600208,00_03.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41600208,2020-09-19 18:18:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41600220,00_05.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41600220,2020-09-19 18:18:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41604573,01_00.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41604573,2020-09-19 18:18:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41599938,01_01.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41599938,2020-09-19 18:23:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41604047,01_02.jpg,image/jpeg,0.25,,,https://rutgers.instructure.com/courses/297504/files/41604047,2020-09-19 18:18:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
